J,N_rem,alt_at_fault,attempts,eng,eta,ipopt_status,iters,kind,margin,outcome,part,pos_err,profile,rate_after_delay_deg,rate_deg,retry_status,status,success,t_contact_replan,t_f,t_f_frac,tau_d,tilt_after_delay_deg,tilt_deg,v_horiz,v_vert,violation,violation_val,wall
134950031.12995073,37,119.24419853205443,2,1,0.9245949489995837,Infeasible_Problem_Detected,291,efficiency,inf,no_replan,D3,,derated,25.173587313427703,,Infeasible_Problem_Detected,infeasible,False,,24.334209710173308,0.5793859454803169,0.9000397816300392,6.5746741928921475,,,,,,19.231929779052734
2367705185.954155,45,392.3762868176284,2,1,0.2049614004790783,Infeasible_Problem_Detected,434,efficiency,inf,no_replan,D3,,derated,84.82192361080634,,Infeasible_Problem_Detected,infeasible,False,,17.123851428832857,0.4077107483055442,0.4722465645521879,76.96803320855093,,,,,,41.491881370544434
nan,,1.0584095830593307,,1,0.593075561337173,,0,efficiency,inf,lost_in_delay,D3,,derated,46.93670867911442,,,,False,,39.64535516481846,0.9439370277337729,1.159083130583167,25.93491350081377,,,,impact,1.2275231000145903,0.0
3203158420.3954697,59,983.3686372257342,2,1,0.11992741283029318,Infeasible_Problem_Detected,530,efficiency,inf,no_replan,D3,,derated,91.28904729108042,,Infeasible_Problem_Detected,infeasible,False,,2.9069828893058003,0.06921387831680477,0.1833467200398445,25.66318924360781,,,,,,81.63496541976929
354755121.60832995,62,999.4429228769233,1,1,0.594888330437243,Solve_Succeeded,150,efficiency,0.6009062090505335,land,D3,3.0984499860405014e-06,derated,16.43210018122944,0.0002078036074560398,,solved,True,43.85544050941244,0.12326130056753754,0.0029347928706556555,0.7321792088449001,9.943390050461733,0.0001300161301552134,4.8020861459105996e-06,1.8027186271516005,,,35.6303813457489
nan,,687.1930751884433,,1,0.019799422472715378,,0,efficiency,inf,lost_in_delay,D3,,derated,314.68408923594154,,,,False,,10.171274267323314,0.24217319684103128,0.9410424213856459,138.73767355550916,,,,tumble,2.6223674102995127,0.0
223952667.73427823,25,1.299392812014699,2,1,0.25196090899407864,Infeasible_Problem_Detected,690,efficiency,inf,no_replan,D3,,derated,26.9927915688683,,Infeasible_Problem_Detected,infeasible,False,,37.59462937675416,0.8951102232560515,0.2651074636727571,8.213179667419235,,,,,,24.73578381538391
152473245.51298234,34,40.54260104733298,2,1,0.866631249897182,Infeasible_Problem_Detected,360,efficiency,inf,no_replan,D3,,derated,28.17453427029862,,Infeasible_Problem_Detected,infeasible,False,,27.546619382780044,0.6558718900661915,0.5085513398051261,12.896794402178674,,,,,,21.279099702835083
281494030.63181853,27,2.8541743488307536,2,1,0.4449658449739218,Maximum_Iterations_Exceeded,1000,efficiency,inf,no_replan,D3,,derated,27.577063321184347,,Infeasible_Problem_Detected,infeasible,False,,34.5478209589608,0.8225671656895428,0.6981792826205492,6.735610811905936,,,,,,39.488879442214966
nan,,708.9261592332599,,1,0.1869255667552352,,0,efficiency,inf,lost_in_delay,D3,,derated,170.37881844028564,,,,False,,9.699101856909692,0.2309309965930879,0.6533695086836815,44.082703821491535,,,,tumble,1.4198234870023803,0.0
21648846515.604435,39,163.679634732289,2,1,0.23390289954841137,Infeasible_Problem_Detected,691,efficiency,inf,no_replan,D3,,derated,20.571524887524536,,Infeasible_Problem_Detected,infeasible,False,,22.9562363024801,0.5465770548209548,0.07399624362587928,33.55860392203313,,,,,,51.80969047546387
nan,,89.64086365616497,,1,0.3559952797368169,,0,efficiency,inf,lost_in_delay,D3,,derated,221.19689911949916,,,,False,,25.376899685058742,0.6042118972633034,1.0093183033168316,99.85544467576278,,,,tumble,1.843307492662493,0.0
500463176.1963645,60,986.3757980886851,2,1,0.3089878745377064,Infeasible_Problem_Detected,693,efficiency,inf,no_replan,D3,,derated,69.23698916834381,,Infeasible_Problem_Detected,infeasible,False,,2.436904506292194,0.05802153586409986,0.39363534450531007,15.831957033170449,,,,,,102.31545066833496
3943859.452339326,30,2.1101493478034588,2,1,0.9650918245315552,Infeasible_Problem_Detected,190,efficiency,inf,no_replan,D3,,derated,31.336101296179645,,Infeasible_Problem_Detected,infeasible,False,,32.38331180429086,0.7710312334354967,0.22438590936362743,55.42648487856153,,,,,,11.026248693466187
5218904701.086579,56,916.2051492291314,2,1,0.49389832094311714,Maximum_Iterations_Exceeded,1000,efficiency,inf,no_replan,D3,,derated,21.371744242472165,,Maximum_Iterations_Exceeded,infeasible,False,,5.493302671797573,0.13079292075708507,1.1977705568075179,44.089493180087196,,,,,,146.08842635154724
25336539.862890534,25,1.6011000426521398,2,1,0.06705897022038698,Infeasible_Problem_Detected,301,efficiency,inf,no_replan,D3,,derated,43.74076801153873,,Infeasible_Problem_Detected,infeasible,False,,36.81292856186628,0.8764982990920542,0.3582085881382227,5.915443377997943,,,,,,12.49975872039795
63300290.19986505,46,467.47189969728834,2,1,0.8873763019219041,Maximum_Iterations_Exceeded,1000,efficiency,inf,no_replan,D3,,derated,10.709754675001742,,Maximum_Iterations_Exceeded,infeasible,False,,15.385548494104295,0.3663225831929594,0.8037225577980279,57.123731691953786,,,,,,112.09946417808533
313262731.6794127,55,846.4258882034991,2,1,0.6606951067224145,Infeasible_Problem_Detected,535,efficiency,inf,no_replan,D3,,derated,36.73732691606178,,Infeasible_Problem_Detected,infeasible,False,,6.910238396376371,0.16452948562800884,0.22641423270106315,44.965480222497845,,,,,,72.20885586738586
538.2079395769213,26,1.9981529416820323,1,1,0.7073025573045015,Solve_Succeeded,16,efficiency,0.6009049846189006,land,D3,5.520776355936723e-06,derated,5.421941035170579,5.809053394275486e-05,,solved,True,38.20104086594656,36.18235872695222,0.8614847315941006,0.018682138994336128,14.609446068244647,0.000254987355686883,1.1756740679324662e-05,1.802714953856702,,,3.734226703643799
nan,,244.20098504313103,,1,0.09819057490676641,,0,efficiency,inf,lost_in_delay,D3,,derated,295.474860486387,,,,False,,20.75958034163341,0.4942757224198431,1.1786134198307991,175.98464284332124,,,,tumble,2.462290504053225,0.0
796571898.3243818,42,268.77603575746116,2,1,0.7386477813124657,Infeasible_Problem_Detected,521,efficiency,inf,no_replan,D3,,derated,30.779394284901343,,Maximum_Iterations_Exceeded,infeasible,False,,20.128411714173854,0.47924789795652034,0.8479749977588653,59.73046845335548,,,,,,40.223589181900024
5586576474.762599,45,372.75252519967796,2,1,0.3977373829111457,Maximum_Iterations_Exceeded,1000,efficiency,inf,no_replan,D3,,derated,20.153266192991982,,Infeasible_Problem_Detected,infeasible,False,,17.589025911223143,0.41878633121959863,0.07665513418614864,60.12419422326518,,,,,,99.26796293258667
754540820.9907566,57,952.7383395688835,2,1,0.7885874677449465,Infeasible_Problem_Detected,456,efficiency,inf,no_replan,D3,,derated,56.15861835856081,,Infeasible_Problem_Detected,infeasible,False,,4.645588007289916,0.11060923826880753,1.0914217986166477,57.398377335469625,,,,,,67.24732804298401
27030680.98362653,30,2.1588377360632625,2,1,0.3248788779601455,Infeasible_Problem_Detected,276,efficiency,inf,no_replan,D3,,derated,104.87805699460468,,Infeasible_Problem_Detected,infeasible,False,,31.766996383108197,0.7563570567406713,0.4513328310102224,62.58747950303655,,,,,,13.654085159301758
nan,,738.3876584368475,,1,0.5464074313640594,,0,efficiency,inf,lost_in_delay,D3,,derated,121.97766985289033,,,,False,,9.06808417243883,0.21590676601044834,0.9232191950082779,37.649361856870605,,,,tumble,1.0164805821074194,0.0
1738265858.5157514,49,568.0561814036568,2,1,0.5152679178863764,Maximum_Iterations_Exceeded,1000,efficiency,inf,no_replan,D3,,derated,97.4734172649995,,Maximum_Iterations_Exceeded,infeasible,False,,12.964734688773751,0.3086841592565179,0.5434367973357439,71.61025040828628,,,,,,113.65600657463074
243509812.50159594,58,970.7702060333088,1,1,0.4291362361982465,Solve_Succeeded,386,efficiency,0.6009037364629721,land,D3,2.1640827022518054e-05,derated,27.88113649333237,0.0004391281074743796,,solved,True,40.81373401992023,4.029739164188504,0.09594617057591676,0.7839948557317257,11.982456910308716,0.0017731145951089759,8.545506981914996e-05,1.8027112093889164,,,85.61236834526062
36187150.22036443,44,347.01366469565573,2,1,0.7574632689356804,Infeasible_Problem_Detected,540,efficiency,inf,no_replan,D3,,derated,18.306804504575858,,Infeasible_Problem_Detected,infeasible,False,,18.205492424033583,0.43346410533413293,0.4490633200854063,65.29861904964753,,,,,,47.02961444854736
nan,,659.4603650502407,,1,0.6295558316633105,,0,efficiency,inf,lost_in_delay,D3,,derated,153.09201816197253,,,,False,,10.807166644837707,0.25731349154375494,0.6344200070947409,80.19565218793468,,,,tumble,1.2757668180164379,0.0
nan,,441.2421877683867,,1,0.2775892596691847,,0,efficiency,inf,lost_in_delay,D3,,derated,84.22194497931469,,,,False,,15.996541372686623,0.38087003268301484,1.0729119289666413,94.66389876467436,,,,tilt,1.0518210973852706,0.0
2635054175.7274194,28,3.4511713748023736,2,1,0.8352399477735162,Infeasible_Problem_Detected,424,efficiency,inf,no_replan,D3,,derated,63.5247504763455,,Infeasible_Problem_Detected,infeasible,False,,33.93698125295341,0.8080233631655573,1.0284549180418252,41.29645408527383,,,,,,17.439991235733032
nan,,1.1064870249289833,,1,0.20277105644345284,,0,efficiency,inf,lost_in_delay,D3,,derated,73.95190954728913,,,,False,,39.009311695676296,0.9287931356113404,0.8663790117949247,31.05669558549165,,,,impact,1.2769384631032872,0.0
50186889.130665004,34,30.3109541599507,2,1,0.4760824851691723,Infeasible_Problem_Detected,265,efficiency,inf,no_replan,D3,,derated,35.93881754916355,,Infeasible_Problem_Detected,infeasible,False,,28.158058921806514,0.6704299743287265,0.16836684644222258,12.63274348477071,,,,,,15.595903396606445
336899258.4966474,61,990.3595567016644,1,1,0.9185002623125911,Solve_Succeeded,119,efficiency,0.6009038025772486,land,D3,1.5691853894438152e-05,derated,3.363108209719852,0.00012443330617319362,,solved,True,44.95859657991677,1.8253140242770314,0.0434598577208817,0.1332825556397438,9.995782380591509,0.0006940703342647071,2.9683438442546792e-05,1.8027114077317459,,,22.968595027923584
73.19269506063712,24,1.1734825190107037,1,1,0.893486232496798,Solve_Succeeded,23,efficiency,0.6009009922948128,land,D3,3.405670928421327e-06,derated,8.744649804095703,2.6717599362171597e-05,,solved,True,39.76443231636658,38.206164713669565,0.9096705884207039,0.5582676026970148,8.268032851160548,0.00014999360617112232,6.607341780693249e-06,1.8027029768844383,,,3.3204381465911865
nan,,138.16403320439446,,1,0.283344279974699,,0,efficiency,inf,lost_in_delay,D3,,derated,162.74025617921822,,,,False,,23.723275544028727,0.5648398939054459,0.6730327606201172,30.18911027501835,,,,tumble,1.3561688014934852,0.0
997287.2395257945,36,73.72260801302919,2,1,0.9964828882366419,Maximum_Iterations_Exceeded,1000,efficiency,inf,no_replan,D3,,derated,11.922026134485407,,Maximum_Iterations_Exceeded,infeasible,False,,25.992594909667968,0.6188713073730469,0.7160980649292469,13.615524137441362,,,,,,78.70909452438354
180621380.03496456,39,142.3910995569012,2,1,0.6244210237637162,Infeasible_Problem_Detected,395,efficiency,inf,no_replan,D3,,derated,42.7978008199399,,Infeasible_Problem_Detected,infeasible,False,,23.591663291025906,0.5617062688339501,0.3017499648034572,23.501408868454874,,,,,,27.505655765533447
nan,,15.901074392422291,,1,0.6824305588379502,,0,efficiency,inf,lost_in_delay,D3,,derated,146.1567568601751,,,,False,,29.263276193663476,0.6967446712777018,1.1068371824920178,86.77166669864356,,,,tumble,1.2179729738347926,0.0
26305339465.65976,49,542.2440097981621,2,1,0.15557242650538683,Infeasible_Problem_Detected,970,efficiency,inf,no_replan,D3,,derated,50.989522546596206,,Infeasible_Problem_Detected,infeasible,False,,13.595151351112872,0.3236940797884017,0.28345364369452,52.96315896542425,,,,,,105.66691064834595
23392513.606619064,29,3.214749116911691,2,1,0.00978131964802742,Infeasible_Problem_Detected,285,efficiency,inf,no_replan,D3,,derated,30.688378303573515,,Infeasible_Problem_Detected,infeasible,False,,33.48381628822535,0.7972337211482226,0.09690596871078014,44.905139949105475,,,,,,12.644132852554321
541066117.0854359,61,996.4040503695975,1,1,0.23610848747193813,Solve_Succeeded,595,efficiency,3.655527890970134,gate_miss,D3,1.6431552017919993,derated,28.377769548894285,7.218084094490062,,solved,False,62.75112474709749,0.7590590693056584,0.018072834983468056,0.9920656777918339,18.4489291087061,21.933167345820802,3.5123868669097957,7.398420957928304,,,114.02910923957825
nan,,5.1847260010490634,,1,0.5174568463116884,,0,efficiency,inf,lost_in_delay,D3,,derated,162.95530815545823,,,,False,,30.66147217154503,0.7300350517034531,0.8227254945784807,94.064942630152,,,,tumble,1.3579609012954852,0.0
170528368.68057433,46,419.8787116553655,2,1,0.5635276241227984,Infeasible_Problem_Detected,556,efficiency,inf,no_replan,D3,,derated,18.752867599519405,,Infeasible_Problem_Detected,infeasible,False,,16.48867370802909,0.39258746923878785,0.20230019353330134,57.53477465518559,,,,,,49.90963864326477
nan,,535.3928079026157,,1,0.9394659027457237,,0,efficiency,inf,lost_in_delay,D3,,derated,96.09709542977276,,,,False,,13.766032860707492,0.3277626871597022,1.1423466246575116,107.20119038835448,,,,tilt,1.191124337648383,0.0
nan,,303.49887878767015,,1,0.08878056425601244,,0,efficiency,inf,lost_in_delay,D3,,derated,160.4076039110525,,,,False,,19.272049264982343,0.4588583158329129,0.6751437697559595,103.60737224841479,,,,tumble,1.336730032592104,0.0
2179006986.256841,51,626.67894710058,2,1,0.4627969544380903,Infeasible_Problem_Detected,365,efficiency,inf,no_replan,D3,,derated,57.7850562481038,,Infeasible_Problem_Detected,infeasible,False,,11.571346553508192,0.2755082512740046,0.340370811894536,50.14798626683796,,,,,,38.73221826553345
259571875.17151055,25,2.103479424129388,2,1,0.38382778223603964,Infeasible_Problem_Detected,348,efficiency,inf,no_replan,D3,,derated,77.16409112808961,,Infeasible_Problem_Detected,infeasible,False,,36.05044429069385,0.8583439116831868,0.9572623338550329,25.096454213954026,,,,,,12.489067554473877
148012534.6204812,36,62.93921068535097,2,1,0.15739148762077093,Infeasible_Problem_Detected,502,efficiency,inf,no_replan,D3,,derated,119.3010933313497,,Infeasible_Problem_Detected,infeasible,False,,26.44606681410223,0.6296682574786245,0.4080965146422386,18.904933310974172,,,,,,26.323870420455933
221543605.35877058,41,213.9987053558852,2,1,0.8064009044319391,Infeasible_Problem_Detected,591,efficiency,inf,no_replan,D3,,derated,10.220547823857814,,Infeasible_Problem_Detected,infeasible,False,,21.563029506895692,0.5134054644498974,0.2471743382513523,40.801019859238934,,,,,,35.32373857498169
3252.4343093387342,26,2.186186728923099,1,1,0.5383912529796362,Solve_Succeeded,26,efficiency,0.6009030865269879,land,D3,1.5958981890425326e-05,derated,23.867964091052745,0.00020450266640887043,,solved,True,38.28106970023364,35.79663164857775,0.8523007535375655,0.48443805165588855,9.296549663607571,0.0009282012129241353,4.652115677231704e-05,1.8027092595809637,,,3.872370958328247
nan,,223.26205024322616,,1,0.14805233012884855,,0,efficiency,inf,lost_in_delay,D3,,derated,199.81839800241892,,,,False,,21.309080860018728,0.507359068095684,0.7492043539881706,74.97305116579952,,,,tumble,1.6651533166868242,0.0
39610493874.51858,56,878.1758812973977,2,1,0.05115232430398464,Infeasible_Problem_Detected,616,efficiency,inf,no_replan,D3,,derated,53.1035457756317,,Maximum_Iterations_Exceeded,infeasible,False,,6.274965026322752,0.14940392919816076,0.5993316896259785,39.5224753469856,,,,,,86.4343740940094
341662260.74826705,56,886.6407486717661,2,1,0.8527088044211268,Infeasible_Problem_Detected,474,efficiency,inf,no_replan,D3,,derated,33.61482498512064,,Maximum_Iterations_Exceeded,infeasible,False,,6.104390159156173,0.14534262283705174,0.8253022715449333,43.732182340235525,,,,,,57.92189073562622
574276720.7835544,58,977.2974650791641,2,1,0.7286463379859924,Infeasible_Problem_Detected,250,efficiency,inf,no_replan,D3,,derated,50.52093719485549,,Infeasible_Problem_Detected,infeasible,False,,3.53730494286865,0.08422154625877738,0.4900555193424225,16.463742759447875,,,,,,34.304842948913574
801386792.7908609,58,980.8210435885907,2,1,0.3168656090274453,Infeasible_Problem_Detected,435,efficiency,inf,no_replan,D3,,derated,60.43436530228581,,Infeasible_Problem_Detected,infeasible,False,,3.1678296159021557,0.07542451466433704,0.91823955103755,38.498884211584205,,,,,,54.76202654838562
587056121.5418017,43,318.63233635814174,2,1,0.9889655970036983,Infeasible_Problem_Detected,345,efficiency,inf,no_replan,D3,,derated,44.27170319883505,,Infeasible_Problem_Detected,infeasible,False,,18.902409691829234,0.45005737361498177,0.2784729223698377,60.472117159325016,,,,,,27.475763082504272
1167711521.5346975,35,57.35036591388465,2,1,0.7650798093527555,Infeasible_Problem_Detected,593,efficiency,inf,no_replan,D3,,derated,99.07009566216368,,Infeasible_Problem_Detected,infeasible,False,,26.698797363694755,0.6356856515165418,1.1830087758600711,53.79917160024248,,,,,,32.54638314247131
97048764.62862945,32,4.111073520664049,2,1,0.437233361415565,Infeasible_Problem_Detected,393,efficiency,inf,no_replan,D3,,derated,21.759914099915903,,Infeasible_Problem_Detected,infeasible,False,,30.914067608211187,0.736049228766933,0.023076417669653893,24.350045317354613,,,,,,18.808308362960815
7559631299.750057,54,776.0189865329603,2,1,0.36209236551076174,Infeasible_Problem_Detected,909,efficiency,inf,no_replan,D3,,derated,11.627625187313834,,Maximum_Iterations_Exceeded,infeasible,False,,8.303597621340304,0.19770470527000722,0.052717327326536174,41.736132806664365,,,,,,112.26784920692444
nan,,635.2189350906402,,1,0.616933329962194,,0,efficiency,inf,lost_in_delay,D3,,derated,102.14020376301573,,,,False,,11.357737959176301,0.2704223323613405,1.0685170736163854,97.95240124958784,,,,tilt,1.0883600138843093,0.0
239968718.69388515,33,20.644157092240263,2,1,0.27010054141283035,Infeasible_Problem_Detected,359,efficiency,inf,no_replan,D3,,derated,94.01849173096052,,Infeasible_Problem_Detected,infeasible,False,,28.853602169919757,0.6869905278552323,0.3342703878879547,19.69813681654734,,,,,,17.92481231689453
4879696.176929606,29,2.9413078385599145,2,1,0.9105155812576413,Maximum_Iterations_Exceeded,1000,efficiency,inf,no_replan,D3,,derated,42.76511716051907,,Maximum_Iterations_Exceeded,infeasible,False,,33.07401161072776,0.7874764669220895,0.8988982234150171,28.452882677896774,,,,,,35.088337659835815
nan,,1.1099867981262965,,1,0.0592808872461319,,0,efficiency,inf,lost_in_delay,D3,,derated,103.64460954768946,,,,False,,38.61475188843906,0.9193988544866443,1.0334350626915694,51.56964662935058,,,,impact,1.6354091862725981,0.0
331567985.93269753,61,995.2872194151778,1,1,0.8433695351704955,Solve_Succeeded,96,efficiency,0.6009062126006557,land,D3,3.128056852831688e-05,derated,6.071512479084401,0.00022781609683255992,,solved,True,45.540290794614705,0.9740636819042265,0.023191992426291108,0.5662271127104759,8.230723160046407,0.0013869508776415958,5.969823052607231e-05,1.802718637801967,,,17.208608627319336
1212736671.84671,53,757.7065182056629,2,1,0.7154024876654148,Infeasible_Problem_Detected,756,efficiency,inf,no_replan,D3,,derated,73.02263819123203,,Infeasible_Problem_Detected,infeasible,False,,8.67429074831307,0.20653073210269213,0.7514761447906494,25.82154307764458,,,,,,80.86174631118774
37.63113230567308,24,1.0953001424819748,1,1,0.8456767844036222,Solve_Succeeded,22,efficiency,0.6009010918592428,land,D3,5.059787176097892e-06,derated,3.5266520412776843,3.6273814222347094e-05,,solved,True,39.84802414346486,38.75551302563399,0.9227503101341425,0.09251111783087253,8.696360417828666,0.00022438990238420455,1.001959261391753e-05,1.8027032755777284,,,3.0471527576446533
nan,,150.71032327044549,,1,0.4542926326394081,,0,efficiency,inf,lost_in_delay,D3,,derated,197.89723342787823,,,,False,,23.33770067207515,0.5556595398113131,1.1024435430765152,79.27456497791518,,,,tumble,1.6491436118989853,0.0
1813113930.3898852,38,125.31085065548433,2,1,0.637203929014504,Infeasible_Problem_Detected,730,efficiency,inf,no_replan,D3,,derated,25.529059041154486,,Infeasible_Problem_Detected,infeasible,False,,24.131731767766176,0.5745650420896709,0.1733482114970684,21.46772419513097,,,,,,44.480276584625244
28270189877.28525,48,520.0000619466563,2,1,0.10581002477556467,Infeasible_Problem_Detected,942,efficiency,inf,no_replan,D3,,derated,40.842684625909946,,Infeasible_Problem_Detected,infeasible,False,,14.136889936588704,0.33659261753782627,0.4165435407310724,62.926429821792425,,,,,,115.9067873954773
5831109988.431373,45,410.62245995987774,2,1,0.48373147286474705,Maximum_Iterations_Exceeded,1000,efficiency,inf,no_replan,D3,,derated,52.783007021458076,,Infeasible_Problem_Detected,infeasible,False,,16.70349950781092,0.39770236923359337,0.6013142187148333,68.83837211250112,,,,,,82.98722553253174
22948108471.657692,56,897.4865186232524,2,1,0.1947872657328844,Maximum_Iterations_Exceeded,1000,efficiency,inf,no_replan,D3,,derated,10.216764003273695,,Infeasible_Problem_Detected,infeasible,False,,5.8906036438420415,0.1402524677105248,0.1288889206945896,49.54948701861505,,,,,,143.3436017036438
2441726292.9032097,33,26.56284824260803,2,1,0.5721131237223744,Infeasible_Problem_Detected,519,efficiency,inf,no_replan,D3,,derated,103.89210678298637,,Infeasible_Problem_Detected,infeasible,False,,28.410804038029163,0.6764477151911705,0.639928188174963,34.06529632014136,,,,,,25.519378662109375
476061212.2722701,47,457.13261280739925,2,1,0.6739290496334434,Infeasible_Problem_Detected,690,efficiency,inf,no_replan,D3,,derated,13.585254843223318,,Infeasible_Problem_Detected,infeasible,False,,15.626916366163641,0.3720694372896105,0.37289001904428004,55.69188989856618,,,,,,53.07752990722656
65404901.220752746,28,3.0252200082198515,2,1,0.24323670566082,Maximum_Iterations_Exceeded,1000,efficiency,inf,no_replan,D3,,derated,37.90205337784772,,Infeasible_Problem_Detected,infeasible,False,,34.18956212298944,0.8140371934045105,0.5251618098467589,13.393189056119354,,,,,,33.459134101867676
45364873.47799344,30,2.7999438190149206,2,1,0.7216458823531866,Infeasible_Problem_Detected,260,efficiency,inf,no_replan,D3,,derated,94.03799021047755,,Infeasible_Problem_Detected,infeasible,False,,31.35716762607917,0.7465992291923612,0.952281617000699,81.08395369598371,,,,,,11.583442211151123
305552421.9914378,55,859.6966237228704,2,1,0.9006172632798553,Infeasible_Problem_Detected,233,efficiency,inf,no_replan,D3,,derated,53.72460808505592,,Infeasible_Problem_Detected,infeasible,False,,6.64567212536931,0.15823028869926928,0.9970470383763312,45.12797749739884,,,,,,25.49763584136963
nan,,338.2709730961514,,1,0.16600937489420176,,0,efficiency,inf,lost_in_delay,D3,,derated,102.02492458393584,,,,False,,18.420342303346843,0.4385795786511153,1.1467409078031778,123.28173648691146,,,,tilt,1.369797072076794,0.0
4586930.513703515,41,228.46850786696237,1,1,0.9480829071253538,Solve_Succeeded,52,efficiency,0.6009028617815722,land,D3,2.189015360163696e-05,derated,17.78557288881437,0.00014048418563364294,,solved,True,32.543590888567266,21.168013080395756,0.5040003114379942,0.3755778081715107,42.06347273401846,0.0009367261776429235,4.064984981055482e-05,1.8027085853447165,,,7.189570426940918
130386951.31470427,53,748.9314814055157,2,1,0.37682820949703455,Infeasible_Problem_Detected,294,efficiency,inf,no_replan,D3,,derated,114.00156384180076,,Infeasible_Problem_Detected,infeasible,False,,8.854321142099797,0.21081717004999517,0.5231618128716945,26.35144721371427,,,,,,35.605711698532104
160176717.24526954,25,1.7235471940240754,2,1,0.36925196927040815,Infeasible_Problem_Detected,388,efficiency,inf,no_replan,D3,,derated,63.16698281465896,,Infeasible_Problem_Detected,infeasible,False,,36.59096938669681,0.8712135568261146,0.7902057107537984,15.348883855391112,,,,,,12.320049285888672
11145506202.019394,51,642.4522266639167,2,1,0.2919326964765787,Infeasible_Problem_Detected,767,efficiency,inf,no_replan,D3,,derated,43.71787119737337,,Maximum_Iterations_Exceeded,infeasible,False,,11.178009748645126,0.26614308925345537,0.20728034265339373,37.53755071395599,,,,,,84.35447072982788
12723988887.010729,37,84.1435003608925,2,1,0.08030768763273954,Infeasible_Problem_Detected,565,efficiency,inf,no_replan,D3,,derated,78.75843928983477,,Infeasible_Problem_Detected,infeasible,False,,25.58294496545568,0.6091177372727543,0.24219468981027603,4.5572230774907005,,,,,,34.27769756317139
nan,,6.755761248599869,,1,0.05428835470229387,,0,efficiency,inf,lost_in_delay,D3,,design,177.50635932725027,,,,False,,24.092687740083782,0.9266418361570685,0.5257157195359469,59.69988812249136,,,,tumble,1.479219661060419,0.0
nan,,986.5503466831793,,1,0.9284635065123439,,0,efficiency,inf,lost_in_delay,D3,,design,211.8522046510451,,,,False,,2.463176389876753,0.09473755345679818,1.045294741541147,121.61998097526084,,,,tumble,1.7654350387587092,0.0
