F_auth_frac,F_authority,F_dim,F_min_support,F_origin,F_size,F_size_frac,F_sup_frac,F_vol_frac,F_volume,M_auth_frac,M_authority,M_dim,M_min_support,M_origin,M_size,M_size_frac,M_sup_frac,M_vol_frac,M_volume,applicable,category,fault,label,n_eng,n_rcs,tier,vehicle,worst_unit
,27457.40735017275,3,1072.3419229583017,True,8165626452089.688,,1.0,1.0,8165626452089.688,,34396.56682802602,3,6849.408667791305,True,37858590905423.766,,1.0,1.0,37858590905423.766,True,Crewed Vehicles,healthy,Healthy,1,16,—,Apollo Command & Service Module,—
,15435.845356055139,3,1128.4583784427596,True,2510810224932.9976,,1.0,1.0,2510810224932.9976,,12611.249641803814,3,4151.9684949514985,True,3780780526333.0796,,1.0,1.0,3780780526333.0796,True,Crewed Vehicles,healthy,Healthy,1,16,—,Apollo Lunar Module,—
,135045.7164233689,3,1219.4570154425467,True,2663581122702.1577,,1.0,1.0,2663581122702.1577,,150265.1263578833,3,17799.368570467766,True,949950070373024.9,,1.0,1.0,949950070373024.9,True,Crewed Vehicles,healthy,Healthy,8,16,—,Crew Dragon (Dragon 2),—
,161.25,1,0.0,True,645.0,,1.0,1.0,0.0,,0.0,0,0.0,True,0.0,,1.0,1.0,0.0,True,Deep Space Probes,healthy,Healthy,1,0,—,Juno,—
,238.8324372735413,3,3.0486425386063662,True,1251327.3372722818,,1.0,1.0,1251327.3372722818,,296.68817920722677,3,40.357919711389236,True,7880207.784275328,,1.0,1.0,7880207.784275328,True,Deep Space Probes,healthy,Healthy,2,16,—,Cassini (Cassini-Huygens),—
,6.799942467877272,3,1.763626354062223,True,212.99200000000013,,1.0,1.0,212.99200000000013,,4.108876413808862,3,1.7024665284865794,True,127.01304268800014,,1.0,1.0,127.01304268800014,True,Deep Space Probes,healthy,Healthy,4,12,—,New Horizons,—
,165.0,1,0.0,True,660.0,,1.0,1.0,0.0,,136.13009876260503,2,14.17676448010246,True,93832.96159497008,,1.0,1.0,0.0,True,Deep Space Probes,healthy,Healthy,24,0,—,Europa Clipper,—
,3.3993973996589104,3,2.4656885907137727,True,124.9005008282761,,1.0,1.0,124.9005008282761,,3.05945765969302,3,1.8314016156013786,True,91.05246510381338,,1.0,1.0,91.05246510381338,True,Deep Space Probes,healthy,Healthy,0,16,—,Voyager 1,—
0.6666666666666666,1826439.3868153787,3,0.0,True,2.784495933510638e+18,0.29629629629629595,nan,0.29629629629629595,2.784495933510638e+18,0.6666356885689672,17954090.768612437,3,1562149.5853248676,True,6.230651317335523e+20,0.31011732529310776,0.525525003689514,0.31011732529310776,6.230651317335523e+20,True,Boosters,engine_out,Engine out,3,0,engine,Delta IV Heavy,1
0.7166666666666665,1963422.3408265316,3,0.0,True,3.4591705966504704e+18,0.36808796296296226,nan,0.36808796296296226,3.4591705966504704e+18,0.7166403352836221,19300835.29693877,3,1776494.928233138,True,7.801543064625476e+20,0.38830509767561144,0.5976332308278731,0.38830509767561144,7.801543064625476e+20,True,Boosters,thrust_loss_85,"Thrust reduction, $\eta$=0.15",3,0,engine,Delta IV Heavy,1
0.8333333333333331,2283049.233519223,3,0.0,True,5.438468620137967e+18,0.5787037037037033,nan,0.5787037037037033,5.438468620137967e+18,0.8333178442844835,22443239.196366873,3,2276634.0616857684,True,1.2200549754433026e+21,0.6072562344201718,0.7658857608173775,0.6072562344201718,1.2200549754433026e+21,True,Boosters,thrust_loss_50,"Thrust reduction, $\eta$=0.50",3,0,engine,Delta IV Heavy,1
1.1,3013624.988245375,3,0.0,True,1.2508303795321473e+19,1.3309999999999984,nan,1.3309999999999984,1.2508303795321473e+19,1.0999868203553775,29625271.42723572,3,3099729.4052203884,True,2.715407073178042e+21,1.3515357154925405,1.0427844570186746,1.3515357154925405,2.715407073178042e+21,True,Boosters,thrust_excess,"Thrust excess, $\eta$=1.30",3,0,engine,Delta IV Heavy,0
0.999973670578769,2739586.9465851155,3,0.0,True,1.0421501150303963e+19,1.1089447664552876,nan,1.1089447664552876,1.0421501150303963e+19,0.9993457651592068,26914767.51779186,3,3374918.0206951792,True,2.0059411150705527e+21,0.9984142292963026,1.1353610575704245,0.9984142292963026,2.0059411150705527e+21,True,Boosters,tvc_bias,"TVC misalignment (3°, 2°)",3,0,engine,Delta IV Heavy,1
0.9516473803751877,2607189.386815379,3,0.0,True,6.940042758487812e+18,0.7384851745447923,nan,0.7384851745447923,6.940042758487812e+18,0.7065133224821076,19028090.662693944,3,1615465.1432997934,True,7.050573524067169e+20,0.3509271971266639,0.543460967738472,0.3509271971266639,7.050573524067169e+20,True,Boosters,gimbal_seized,Gimbal seizure,3,0,engine,Delta IV Heavy,1
0.9280770678522975,2542614.7660883474,3,-920672.1652690921,False,9.388333933812568e+18,0.9990061538622359,nan,0.9990061538622359,9.388333933812568e+18,1.0,26932387.62412131,3,2972550.4483280545,True,2.009127130013332e+21,1.0000000000000002,1.0,1.0000000000000002,2.009127130013332e+21,True,Boosters,valve_stuck_open,Valve stuck open (30 % floor),3,0,engine,Delta IV Heavy,0
,,,,,,,,,,,,,,,,,,,,False,Boosters,rcs_out,RCS thruster dead,3,0,rcs,Delta IV Heavy,n/a
,,,,,,,,,,,,,,,,,,,,False,Boosters,rcs_stuck_open,RCS thruster stuck open,3,0,rcs,Delta IV Heavy,n/a
0.0,0.0,0,0.0,True,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0.0,True,0.0,0.0,0.0,nan,0.0,True,Boosters,engine_out,Engine out,1,0,engine,Ariane 5 ECA,0
0.14999999999999997,42108.11266433149,3,0.0,True,34121500773371.45,0.0033749999999999974,nan,0.0033749999999999974,34121500773371.45,0.15000000000000002,295564.89714747923,2,30699.35301520898,True,444853041678.90625,0.0225,0.15,nan,0.0,True,Boosters,thrust_loss_85,"Thrust reduction, $\eta$=0.15",1,0,engine,Ariane 5 ECA,0
0.5,140360.37554777166,3,0.0,True,1263759287902647.2,0.125,nan,0.125,1263759287902647.2,0.5,985216.3238249306,2,102331.17671736327,True,4942811574210.069,0.25,0.5,nan,0.0,True,Boosters,thrust_loss_50,"Thrust reduction, $\eta$=0.50",1,0,engine,Ariane 5 ECA,0
1.2999999999999998,364936.9764242063,3,0.0,True,2.2211833244176924e+16,2.1969999999999996,nan,2.1969999999999996,2.2211833244176924e+16,1.3000000000000003,2561562.44194482,2,266061.05946514447,True,33413406241660.074,1.6900000000000002,1.2999999999999998,nan,0.0,True,Boosters,thrust_excess,"Thrust excess, $\eta$=1.30",1,0,engine,Ariane 5 ECA,0
0.9999210117363064,280698.57745083154,3,0.0,True,1.007323108593594e+16,0.9963557916410665,nan,0.9963557916410665,1.007323108593594e+16,0.999142027570268,1968742.070763534,2,246886.97359072158,True,19732122884427.7,0.9980211964473463,1.2063135669426466,nan,0.0,True,Boosters,tvc_bias,"TVC misalignment (3°, 2°)",1,0,engine,Ariane 5 ECA,0
