C_vol_frac,C_volume,F+x,F+y,F+z,F-x,F-y,F-z,F_isotropy,F_max,F_origin,F_vol_frac,F_volume,M+x,M+y,M+z,M-x,M-y,M-z,M_isotropy,M_max,M_origin,M_vol_frac,M_volume,hover_holdable,hover_slack,n_eng,n_rcs,t
1.0,985195537942.8623,5966.612056087168,5966.612056087168,1780.0,5966.612056087168,5966.612056087168,46820.0,0.038017941050832976,46953.909063462124,True,1.0,2315879757396.783,13909.610083808275,13909.610083808275,4202.990496393778,13909.610083808277,13909.610083808275,4202.990496393778,0.3021645086432971,14237.61010129573,True,1.0,4237814797315.5986,True,0.0,2,16,0.0
0.9999999999999999,985195537942.8622,5684.13433695266,5684.13433695266,1780.0,5684.13433695266,5684.13433695266,44117.6,0.04034670970315702,44252.24771149459,True,0.8666579005952891,2007075488576.6235,13875.314778482814,13203.415785972007,4132.3710666101515,12531.516793461204,13203.415785972007,4132.3710666101515,0.2978217887365293,14203.617028933944,True,0.8908427963609976,3775226784500.642,True,0.0,2,16,10.0
0.9999999999999999,985195537942.8622,5401.656617818154,5401.656617818154,1780.0,5401.656617818154,5401.656617818154,41415.2,0.04297938920975874,41550.68242783849,True,0.7455695991525301,1726649542407.7783,13841.019473157352,12497.221488135741,4061.7516368265246,11153.423503114132,12497.221488135741,4061.7516368265246,0.29345754802987617,14170.101094488686,True,0.7879493863915876,3339183569186.016,True,0.0,2,16,20.0
0.9578226580541402,943642608855.511,4836.70117954914,4836.70117954914,1780.0,4836.70117954914,4836.70117954914,36010.4,0.04943016461911003,36147.92622237549,True,0.537819573659708,1245525463770.286,13772.42886250643,11084.832892463208,3920.5127772592714,8397.236922419987,11084.832892463208,3920.5127772592714,0.2846638611387085,14103.133601112964,True,0.600963383950657,2546771521150.9497,True,0.0,2,16,40.0
