N_rem,alt,fault,iters,klass,lands,margin,outcome,point,pos_err,rate_deg,rng,section,structure,t_f,tilt_0,tilt_deg,v_desc_0,v_horiz,v_horiz_0,v_vert,wall
64,350.31191945099016,engine_out,82,structural,True,0.6010132676437723,land,5,0.013822222120159567,0.7663876840920631,1512.2056558825393,2.1 / 3.1,structural,21.0,22.294166351862454,0.5868795315386204,33.79393217601729,0.0031307538314678226,49.57792032833256,1.8030398029313168,25.821824550628662
60,282.4549151778067,engine_out,233,structural,True,0.6010070235863032,land,6,0.013815636257128826,0.7651753270440342,1275.8782794737574,2.1 / 3.1,structural,25.0,20.062292577483905,0.5865755914404588,8.313204708071043,0.0031218444221421055,59.15533486164134,1.8030210707589096,42.43138122558594
55,211.89971928079592,engine_out,61,structural,True,0.6010057409976751,land,7,0.01346323024071706,0.7698694944834954,978.4891140323834,2.1 / 3.1,structural,30.0,31.25107208588853,0.5758853969925221,28.06377692264284,0.003230887971272327,52.934654215708925,1.8030172229930252,19.896153450012207
51,159.80179157123658,engine_out,55,structural,True,0.6010047522989762,land,8,0.013827827715194868,0.7606633733221124,739.460979388465,2.1 / 3.1,structural,34.0,54.46242124916059,0.588045410045356,51.75396553176433,0.0031528062133933644,30.35666463450774,1.8030142568969285,17.188053607940674
47,109.00383724834768,engine_out,146,structural,False,12.606570316141605,gate_miss,9,81.82814711882389,14.896480722954019,499.20971160107734,2.1 / 3.1,structural,38.0,50.70774445056735,37.4898714289285,50.32792516928573,15.127884379369926,32.6664963555655,34.52739780027848,24.6869957447052
43,56.19745930050679,engine_out,228,structural,False,inf,no_recovery,10,,,263.86321605494487,2.1 / 3.1,structural,42.0,60.22259519691488,,51.90204074611806,,19.82121159451976,,28.48983144760132
39,19.15574425039258,engine_out,176,structural,False,inf,no_recovery,11,,,87.31531456645605,2.1 / 3.1,structural,46.0,62.88595225261751,,32.08769130694379,,12.417934527400181,,21.619136333465576
34,3.8072653166479418,engine_out,400,structural,False,inf,no_recovery,12,,,17.911836815533665,2.1 / 3.1,structural,51.0,62.865110661079726,,6.055084667661089,,5.678429528714541,,33.60635805130005
30,7.785311977454762,engine_out,21,structural,True,0.6009964164625974,land,13,0.013851526707389821,0.7607902452492913,17.049075660045983,2.1 / 3.1,structural,55.0,20.743017850954175,0.5869269991464228,1.924104743234002,0.0031010233517073274,4.871269687938275,1.8029892493877921,8.457068681716919
26,1.5917432622180052,engine_out,37,structural,True,0.6009962282276882,land,14,0.013831508250746282,0.7585777258350462,1.9827376428065278,2.1 / 3.1,structural,59.0,26.92365442634238,0.5863876978015041,1.1409760420306965,0.0031051148259331257,1.1196185188147103,1.8029886846830645,7.76192831993103
85,736.4545454545455,erosion_drift,205,multiplicative,True,0.6010431480523617,land,0,0.013841344149593815,0.7645770538674634,2724.0876879026487,2.10,time-varying multiplicative,0.0,14.999999999999998,0.591283373028646,29.342215215238426,0.0032413255207624516,49.07796705149123,1.803129444157085,47.63711643218994
81,665.8843124224463,erosion_drift,153,multiplicative,True,0.6011170040165066,land,1,0.01261878863505808,0.5777950007200684,2502.283818723659,2.10,time-varying multiplicative,4.0,9.191669730925033,0.593082606043285,16.246253319313137,0.004528963857660349,57.758629563767805,1.8033510120495198,37.85923385620117
77,587.2765091311609,erosion_drift,177,multiplicative,True,0.6011368833245262,land,2,0.011049948344583813,0.4598684681949223,2269.021730789497,2.10,time-varying multiplicative,8.0,10.22187434410048,0.5360551430820014,28.671728873929897,0.004425976325159098,52.70609072372358,1.8034106499735785,39.095393896102905
72,495.1487237150771,erosion_drift,188,multiplicative,True,0.6011412947596783,land,3,0.009296345823339417,0.33148334401901186,1979.5321223507726,2.10,time-varying multiplicative,13.0,43.14312869759706,0.4713085547544771,4.089293894893052,0.004286554440009785,59.860485392628206,1.8034238842790349,41.16506385803223
68,419.08185201377603,erosion_drift,153,multiplicative,True,0.6011369830970127,land,4,0.008605843245483353,0.30773110181137336,1745.6235411771163,2.10,time-varying multiplicative,17.0,38.20686033111046,0.43668711159479645,30.883072386511085,0.0039857868416424145,51.314722556044664,1.803410949291038,50.31884455680847
64,350.31191945099016,erosion_drift,133,multiplicative,True,0.6011183646545979,land,5,0.007915637870537616,0.2853726539654687,1512.2056558825393,2.10,time-varying multiplicative,21.0,22.294166351862454,0.40160413794275895,33.79393217601729,0.0036718465525916837,49.57792032833256,1.8033550939637937,35.23696184158325
60,282.4549151778067,erosion_drift,164,multiplicative,True,0.6011221059435198,land,6,0.007156964690616064,0.2601341634863542,1275.8782794737574,2.10,time-varying multiplicative,25.0,20.062292577483905,0.36237394879554957,8.313204708071043,0.0033022355686322252,59.15533486164134,1.8033663178305595,41.96186900138855
55,211.89971928079592,erosion_drift,76,multiplicative,True,0.6010809100399854,land,7,0.0062938877213396085,0.23042471019453012,978.4891140323834,2.10,time-varying multiplicative,30.0,31.25107208588853,0.31888657013094707,28.06377692264284,0.002918370455708019,52.934654215708925,1.8032427301199563,22.19882845878601
